image_path,original_file,label,rpm,original_fs
../第3问_CNN/processed_images/OR014@6_1.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Centered/0014/OR014@6_1.csv,OR,1772,48000
../第3问_CNN/processed_images/OR014@6_2.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Centered/0014/OR014@6_2.csv,OR,1749,48000
../第3问_CNN/processed_images/OR014@6_3.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Centered/0014/OR014@6_3.csv,OR,1723,48000
../第3问_CNN/processed_images/OR021@6_0.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Centered/0021/OR021@6_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR021@6_1.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Centered/0021/OR021@6_1.csv,OR,1771,48000
../第3问_CNN/processed_images/OR021@6_2.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Centered/0021/OR021@6_2.csv,OR,1747,48000
../第3问_CNN/processed_images/OR021@6_3.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Centered/0021/OR021@6_3.csv,OR,1719,48000
../第3问_CNN/processed_images/OR007@12_0.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR007@12_1.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.csv,OR,1775,12000
../第3问_CNN/processed_images/OR007@12_2.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.csv,OR,1755,12000
../第3问_CNN/processed_images/OR007@12_3.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.csv,OR,1733,12000
../第3问_CNN/processed_images/OR021@12_0.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.csv,OR,1796,48000
../第3问_CNN/processed_images/OR021@12_1.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.csv,OR,1771,48000
../第3问_CNN/processed_images/OR021@12_2.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.csv,OR,1746,48000
../第3问_CNN/processed_images/OR021@12_3.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.csv,OR,1718,48000
../第3问_CNN/processed_images/OR007@3_0.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR007@3_1.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.csv,OR,1776,12000
../第3问_CNN/processed_images/OR007@3_2.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.csv,OR,1755,12000
../第3问_CNN/processed_images/OR007@3_3.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.csv,OR,1733,12000
../第3问_CNN/processed_images/OR021@3_0.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.csv,OR,1796,48000
../第3问_CNN/processed_images/OR021@3_1.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.csv,OR,1773,12000
../第3问_CNN/processed_images/OR021@3_2.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.csv,OR,1751,12000
../第3问_CNN/processed_images/OR021@3_3.npy,../第3问_CNN/cleaned/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.csv,OR,1728,12000
../第3问_CNN/processed_images/B007_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0007/B007_0.csv,B,1798,12000
../第3问_CNN/processed_images/B007_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0007/B007_1.csv,B,1777,12000
../第3问_CNN/processed_images/B007_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0007/B007_2.csv,B,1755,12000
../第3问_CNN/processed_images/B007_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0007/B007_3.csv,B,1732,12000
../第3问_CNN/processed_images/B014_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0014/B014_0.csv,B,1796,12000
../第3问_CNN/processed_images/B014_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0014/B014_1.csv,B,1775,12000
../第3问_CNN/processed_images/B014_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0014/B014_2.csv,B,1755,12000
../第3问_CNN/processed_images/B014_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0014/B014_3.csv,B,1732,12000
../第3问_CNN/processed_images/B021_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0021/B021_0.csv,B,1796,12000
../第3问_CNN/processed_images/B021_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0021/B021_1.csv,B,1775,12000
../第3问_CNN/processed_images/B021_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0021/B021_2.csv,B,1756,12000
../第3问_CNN/processed_images/B021_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/B/0021/B021_3.csv,B,1734,12000
../第3问_CNN/processed_images/IR007_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0007/IR007_0.csv,IR,1796,12000
../第3问_CNN/processed_images/IR007_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0007/IR007_1.csv,IR,1772,12000
../第3问_CNN/processed_images/IR007_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0007/IR007_2.csv,IR,1755,12000
../第3问_CNN/processed_images/IR007_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0007/IR007_3.csv,IR,1732,12000
../第3问_CNN/processed_images/IR014_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0014/IR014_0.csv,IR,1796,12000
../第3问_CNN/processed_images/IR014_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0014/IR014_1.csv,IR,1775,12000
../第3问_CNN/processed_images/IR014_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0014/IR014_2.csv,IR,1755,12000
../第3问_CNN/processed_images/IR014_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0014/IR014_3.csv,IR,1733,12000
../第3问_CNN/processed_images/IR021_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0021/IR021_0.csv,IR,1796,12000
../第3问_CNN/processed_images/IR021_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0021/IR021_1.csv,IR,1776,12000
../第3问_CNN/processed_images/IR021_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0021/IR021_2.csv,IR,1758,12000
../第3问_CNN/processed_images/IR021_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/IR/0021/IR021_3.csv,IR,1737,12000
../第3问_CNN/processed_images/OR007@6_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0007/OR007@6_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR007@6_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0007/OR007@6_1.csv,OR,1776,12000
../第3问_CNN/processed_images/OR007@6_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0007/OR007@6_2.csv,OR,1756,12000
../第3问_CNN/processed_images/OR007@6_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0007/OR007@6_3.csv,OR,1733,12000
../第3问_CNN/processed_images/OR014@6_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0014/OR014@6_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR021@6_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0021/OR021@6_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR007@12_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Opposite/0007/OR007@12_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR007@12_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Opposite/0007/OR007@12_1.csv,OR,1775,12000
../第3问_CNN/processed_images/OR007@12_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Opposite/0007/OR007@12_2.csv,OR,1755,12000
../第3问_CNN/processed_images/OR007@12_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Opposite/0007/OR007@12_3.csv,OR,1733,12000
../第3问_CNN/processed_images/OR007@3_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR007@3_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_1.csv,OR,1776,12000
../第3问_CNN/processed_images/OR007@3_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_2.csv,OR,1755,12000
../第3问_CNN/processed_images/OR007@3_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_3.csv,OR,1733,12000
../第3问_CNN/processed_images/OR014@3_0.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_0.csv,OR,1796,12000
../第3问_CNN/processed_images/OR014@3_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_1.csv,OR,1774,12000
../第3问_CNN/processed_images/OR014@3_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_2.csv,OR,1752,12000
../第3问_CNN/processed_images/OR014@3_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_3.csv,OR,1728,12000
../第3问_CNN/processed_images/OR021@3_1.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_1.csv,OR,1773,12000
../第3问_CNN/processed_images/OR021@3_2.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_2.csv,OR,1751,12000
../第3问_CNN/processed_images/OR021@3_3.npy,../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_3.csv,OR,1728,12000
../第3问_CNN/processed_images/B007_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,B,1798,12000
../第3问_CNN/processed_images/B007_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_1.csv,B,1777,12000
../第3问_CNN/processed_images/B007_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_2.csv,B,1755,12000
../第3问_CNN/processed_images/B007_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_3.csv,B,1732,12000
../第3问_CNN/processed_images/B014_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0014/B014_0.csv,B,1796,12000
../第3问_CNN/processed_images/B014_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0014/B014_1.csv,B,1775,12000
../第3问_CNN/processed_images/B014_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0014/B014_2.csv,B,1755,12000
../第3问_CNN/processed_images/B014_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0014/B014_3.csv,B,1732,12000
../第3问_CNN/processed_images/B021_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0021/B021_0.csv,B,1796,12000
../第3问_CNN/processed_images/B021_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0021/B021_1.csv,B,1775,12000
../第3问_CNN/processed_images/B021_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0021/B021_2.csv,B,1756,12000
../第3问_CNN/processed_images/B021_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/B/0021/B021_3.csv,B,1734,12000
../第3问_CNN/processed_images/IR007_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0007/IR007_0.csv,IR,1796,12000
../第3问_CNN/processed_images/IR007_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0007/IR007_1.csv,IR,1772,12000
../第3问_CNN/processed_images/IR007_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0007/IR007_2.csv,IR,1755,12000
../第3问_CNN/processed_images/IR007_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0007/IR007_3.csv,IR,1732,12000
../第3问_CNN/processed_images/IR014_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0014/IR014_0.csv,IR,1796,12000
../第3问_CNN/processed_images/IR014_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0014/IR014_1.csv,IR,1775,12000
../第3问_CNN/processed_images/IR014_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0014/IR014_2.csv,IR,1755,12000
../第3问_CNN/processed_images/IR014_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0014/IR014_3.csv,IR,1733,12000
../第3问_CNN/processed_images/IR021_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0021/IR021_0.csv,IR,1796,12000
../第3问_CNN/processed_images/IR021_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0021/IR021_1.csv,IR,1776,12000
../第3问_CNN/processed_images/IR021_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0021/IR021_2.csv,IR,1758,12000
../第3问_CNN/processed_images/IR021_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/IR/0021/IR021_3.csv,IR,1737,12000
../第3问_CNN/processed_images/OR007@6_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0007/OR007@6_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR007@6_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0007/OR007@6_1.csv,OR,1776,12000
../第3问_CNN/processed_images/OR007@6_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0007/OR007@6_2.csv,OR,1756,12000
../第3问_CNN/processed_images/OR007@6_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0007/OR007@6_3.csv,OR,1733,12000
../第3问_CNN/processed_images/OR014@6_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0014/OR014@6_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR014@6_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0014/OR014@6_1.csv,OR,1772,48000
../第3问_CNN/processed_images/OR014@6_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0014/OR014@6_2.csv,OR,1749,48000
../第3问_CNN/processed_images/OR014@6_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0014/OR014@6_3.csv,OR,1723,48000
../第3问_CNN/processed_images/OR021@6_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0021/OR021@6_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR021@6_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0021/OR021@6_1.csv,OR,1771,48000
../第3问_CNN/processed_images/OR021@6_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0021/OR021@6_2.csv,OR,1747,48000
../第3问_CNN/processed_images/OR021@6_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0021/OR021@6_3.csv,OR,1719,48000
../第3问_CNN/processed_images/OR007@12_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0007/OR007@12_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR007@12_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0007/OR007@12_1.csv,OR,1775,12000
../第3问_CNN/processed_images/OR007@12_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0007/OR007@12_2.csv,OR,1755,12000
../第3问_CNN/processed_images/OR007@12_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0007/OR007@12_3.csv,OR,1733,12000
../第3问_CNN/processed_images/OR021@12_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0021/OR021@12_0.csv,OR,1796,48000
../第3问_CNN/processed_images/OR021@12_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0021/OR021@12_1.csv,OR,1771,48000
../第3问_CNN/processed_images/OR021@12_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0021/OR021@12_2.csv,OR,1746,48000
../第3问_CNN/processed_images/OR021@12_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0021/OR021@12_3.csv,OR,1718,48000
../第3问_CNN/processed_images/OR007@3_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.csv,OR,1797,12000
../第3问_CNN/processed_images/OR007@3_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.csv,OR,1776,12000
../第3问_CNN/processed_images/OR007@3_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.csv,OR,1755,12000
../第3问_CNN/processed_images/OR007@3_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.csv,OR,1733,12000
../第3问_CNN/processed_images/OR021@3_0.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.csv,OR,1796,48000
../第3问_CNN/processed_images/OR021@3_1.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.csv,OR,1773,12000
../第3问_CNN/processed_images/OR021@3_2.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.csv,OR,1751,12000
../第3问_CNN/processed_images/OR021@3_3.npy,../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.csv,OR,1728,12000
