csv_path,发生点,赫兹,故障类,尺寸,负载,转速,采样点
../第3问_CNN/cleaned/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.csv,FE,12000,OR,0.021,2.0,1751,3.0
../第3问_CNN/cleaned/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.csv,FE,12000,OR,0.021,3.0,1728,3.0
../第3问_CNN/cleaned/12kHz_FE_data/B/0007/B007_0.csv,FE,12000,B,0.007,0.0,1798,
../第3问_CNN/cleaned/12kHz_FE_data/B/0007/B007_1.csv,FE,12000,B,0.007,1.0,1777,
../第3问_CNN/cleaned/12kHz_FE_data/B/0007/B007_2.csv,FE,12000,B,0.007,2.0,1755,
../第3问_CNN/cleaned/12kHz_FE_data/B/0007/B007_3.csv,FE,12000,B,0.007,3.0,1732,
../第3问_CNN/cleaned/12kHz_FE_data/B/0014/B014_0.csv,FE,12000,B,0.014,0.0,1796,
../第3问_CNN/cleaned/12kHz_FE_data/B/0014/B014_1.csv,FE,12000,B,0.014,1.0,1775,
../第3问_CNN/cleaned/12kHz_FE_data/B/0014/B014_2.csv,FE,12000,B,0.014,2.0,1755,
../第3问_CNN/cleaned/12kHz_FE_data/B/0014/B014_3.csv,FE,12000,B,0.014,3.0,1732,
../第3问_CNN/cleaned/12kHz_FE_data/B/0021/B021_0.csv,FE,12000,B,0.021,0.0,1796,
../第3问_CNN/cleaned/12kHz_FE_data/B/0021/B021_1.csv,FE,12000,B,0.021,1.0,1775,
../第3问_CNN/cleaned/12kHz_FE_data/B/0021/B021_2.csv,FE,12000,B,0.021,2.0,1756,
../第3问_CNN/cleaned/12kHz_FE_data/B/0021/B021_3.csv,FE,12000,B,0.021,3.0,1734,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0007/IR007_0.csv,FE,12000,IR,0.007,0.0,1796,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0007/IR007_1.csv,FE,12000,IR,0.007,1.0,1772,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0007/IR007_2.csv,FE,12000,IR,0.007,2.0,1755,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0007/IR007_3.csv,FE,12000,IR,0.007,3.0,1732,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0014/IR014_0.csv,FE,12000,IR,0.014,0.0,1796,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0014/IR014_1.csv,FE,12000,IR,0.014,1.0,1775,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0014/IR014_2.csv,FE,12000,IR,0.014,2.0,1755,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0014/IR014_3.csv,FE,12000,IR,0.014,3.0,1733,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0021/IR021_0.csv,FE,12000,IR,0.021,0.0,1796,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0021/IR021_1.csv,FE,12000,IR,0.021,1.0,1776,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0021/IR021_2.csv,FE,12000,IR,0.021,2.0,1758,
../第3问_CNN/cleaned/12kHz_FE_data/IR/0021/IR021_3.csv,FE,12000,IR,0.021,3.0,1737,
../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0007/OR007@6_0.csv,FE,12000,OR,0.007,0.0,1797,6.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0007/OR007@6_1.csv,FE,12000,OR,0.007,1.0,1776,6.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0007/OR007@6_2.csv,FE,12000,OR,0.007,2.0,1756,6.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0007/OR007@6_3.csv,FE,12000,OR,0.007,3.0,1733,6.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0014/OR014@6_0.csv,FE,12000,OR,0.014,0.0,1797,6.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Centered/0021/OR021@6_0.csv,FE,12000,OR,0.021,0.0,1797,6.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Opposite/0007/OR007@12_0.csv,FE,12000,OR,0.007,0.0,1797,12.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Opposite/0007/OR007@12_1.csv,FE,12000,OR,0.007,1.0,1775,12.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Opposite/0007/OR007@12_2.csv,FE,12000,OR,0.007,2.0,1755,12.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Opposite/0007/OR007@12_3.csv,FE,12000,OR,0.007,3.0,1733,12.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_0.csv,FE,12000,OR,0.007,0.0,1797,3.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_1.csv,FE,12000,OR,0.007,1.0,1776,3.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_2.csv,FE,12000,OR,0.007,2.0,1755,3.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_3.csv,FE,12000,OR,0.007,3.0,1733,3.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_0.csv,FE,12000,OR,0.014,0.0,1796,3.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_1.csv,FE,12000,OR,0.014,1.0,1774,3.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_2.csv,FE,12000,OR,0.014,2.0,1752,3.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_3.csv,FE,12000,OR,0.014,3.0,1728,3.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_1.csv,FE,12000,OR,0.021,1.0,1773,3.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_2.csv,FE,12000,OR,0.021,2.0,1751,3.0
../第3问_CNN/cleaned/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_3.csv,FE,12000,OR,0.021,3.0,1728,3.0
../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,FE,12000,B,0.007,0.0,1798,
../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_1.csv,FE,12000,B,0.007,1.0,1777,
../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_2.csv,FE,12000,B,0.007,2.0,1755,
../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_3.csv,FE,12000,B,0.007,3.0,1732,
../第3问_CNN/cleaned/48kHz_DE_data/B/0014/B014_0.csv,FE,12000,B,0.014,0.0,1796,
../第3问_CNN/cleaned/48kHz_DE_data/B/0014/B014_1.csv,FE,12000,B,0.014,1.0,1775,
../第3问_CNN/cleaned/48kHz_DE_data/B/0014/B014_2.csv,FE,12000,B,0.014,2.0,1755,
../第3问_CNN/cleaned/48kHz_DE_data/B/0014/B014_3.csv,FE,12000,B,0.014,3.0,1732,
../第3问_CNN/cleaned/48kHz_DE_data/B/0021/B021_0.csv,FE,12000,B,0.021,0.0,1796,
../第3问_CNN/cleaned/48kHz_DE_data/B/0021/B021_1.csv,FE,12000,B,0.021,1.0,1775,
../第3问_CNN/cleaned/48kHz_DE_data/B/0021/B021_2.csv,FE,12000,B,0.021,2.0,1756,
../第3问_CNN/cleaned/48kHz_DE_data/B/0021/B021_3.csv,FE,12000,B,0.021,3.0,1734,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0007/IR007_0.csv,FE,12000,IR,0.007,0.0,1796,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0007/IR007_1.csv,FE,12000,IR,0.007,1.0,1772,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0007/IR007_2.csv,FE,12000,IR,0.007,2.0,1755,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0007/IR007_3.csv,FE,12000,IR,0.007,3.0,1732,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0014/IR014_0.csv,FE,12000,IR,0.014,0.0,1796,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0014/IR014_1.csv,FE,12000,IR,0.014,1.0,1775,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0014/IR014_2.csv,FE,12000,IR,0.014,2.0,1755,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0014/IR014_3.csv,FE,12000,IR,0.014,3.0,1733,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0021/IR021_0.csv,FE,12000,IR,0.021,0.0,1796,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0021/IR021_1.csv,FE,12000,IR,0.021,1.0,1776,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0021/IR021_2.csv,FE,12000,IR,0.021,2.0,1758,
../第3问_CNN/cleaned/48kHz_DE_data/IR/0021/IR021_3.csv,FE,12000,IR,0.021,3.0,1737,
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0007/OR007@6_0.csv,FE,12000,OR,0.007,0.0,1797,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0007/OR007@6_1.csv,FE,12000,OR,0.007,1.0,1776,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0007/OR007@6_2.csv,FE,12000,OR,0.007,2.0,1756,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0007/OR007@6_3.csv,FE,12000,OR,0.007,3.0,1733,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0014/OR014@6_0.csv,FE,12000,OR,0.014,0.0,1797,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0014/OR014@6_1.csv,DE,48000,OR,0.014,1.0,1772,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0014/OR014@6_2.csv,DE,48000,OR,0.014,2.0,1749,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0014/OR014@6_3.csv,DE,48000,OR,0.014,3.0,1723,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0021/OR021@6_0.csv,FE,12000,OR,0.021,0.0,1797,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0021/OR021@6_1.csv,DE,48000,OR,0.021,1.0,1771,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0021/OR021@6_2.csv,DE,48000,OR,0.021,2.0,1747,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Centered/0021/OR021@6_3.csv,DE,48000,OR,0.021,3.0,1719,6.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0007/OR007@12_0.csv,FE,12000,OR,0.007,0.0,1797,12.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0007/OR007@12_1.csv,FE,12000,OR,0.007,1.0,1775,12.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0007/OR007@12_2.csv,FE,12000,OR,0.007,2.0,1755,12.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0007/OR007@12_3.csv,FE,12000,OR,0.007,3.0,1733,12.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0021/OR021@12_0.csv,DE,48000,OR,0.021,0.0,1796,12.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0021/OR021@12_1.csv,DE,48000,OR,0.021,1.0,1771,12.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0021/OR021@12_2.csv,DE,48000,OR,0.021,2.0,1746,12.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Opposite/0021/OR021@12_3.csv,DE,48000,OR,0.021,3.0,1718,12.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.csv,FE,12000,OR,0.007,0.0,1797,3.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.csv,FE,12000,OR,0.007,1.0,1776,3.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.csv,FE,12000,OR,0.007,2.0,1755,3.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.csv,FE,12000,OR,0.007,3.0,1733,3.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.csv,DE,48000,OR,0.021,0.0,1796,3.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.csv,FE,12000,OR,0.021,1.0,1773,3.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.csv,FE,12000,OR,0.021,2.0,1751,3.0
../第3问_CNN/cleaned/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.csv,FE,12000,OR,0.021,3.0,1728,3.0
